id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
48243005,Best deal 1 bed 1 bath cambridge close to Harvard,373675137,Liya,,North Cambridge,42.3927,-71.13227,Private room,157,10,0,,,41,357,0,
48268174,BestValueMost Wonderful 3 Bed Room Apt in Boston,373675137,Liya,,West Cambridge,42.3748,-71.12245,Entire home/apt,299,91,0,,,41,365,0,
48282995,The Modica Estates apartment 3 room A,389667772,Dave,,The Port,42.36482,-71.09912,Private room,69,1,94,2022-06-19,8.08,2,95,94,STR-109785
48285207,Best student apartment Harvard square 3 bedroom,380623623,Sofia,,West Cambridge,42.37437,-71.12203,Entire home/apt,399,10,0,,,9,364,0,
48286373,The Modica Estates apartment 3 room B,389667772,Dave,,The Port,42.36457,-71.09875,Private room,63,1,80,2022-06-16,6.98,2,98,80,STR-109785
48327218,Central Square Luxury | Pet Friendly | Short stays,365116307,Brian + Heather,,The Port,42.36648,-71.10187,Entire home/apt,200,30,19,2022-05-29,1.81,29,101,19,
48328187,New to Airbnb | Students Welcome | Central Square,365116307,Brian + Heather,,The Port,42.3664,-71.10292,Entire home/apt,200,30,6,2022-06-18,0.45,29,206,5,
48335399,Top harvard sq 3 bed room entire Apartment,373675137,Liya,,West Cambridge,42.37316,-71.12419,Entire home/apt,249,30,1,2022-03-05,0.27,41,299,1,
48340105,Walk to Harvard + MIT | Luxury Apt,365116307,Brian + Heather,,Mid-Cambridge,42.36667,-71.10296,Entire home/apt,200,30,22,2022-06-03,1.71,29,48,20,
48348843,Incredible View | Pet-Friendly | Short + Long Term,365116307,Brian + Heather,,Mid-Cambridge,42.36675,-71.10314,Entire home/apt,150,30,8,2022-05-30,0.57,29,183,7,
48456676,Well-Located Porter Square 2BR in Harvard...,107434423,Blueground,,Agassiz,42.38516049999999,-71.1170372,Entire home/apt,254,32,0,,,324,0,0,""
48506943,Cute first-floor apartment close to Harvard Yard,9793577,Catalina,,Riverside,42.37108,-71.11541,Entire home/apt,170,30,1,2021-08-16,0.10,5,5,1,
48606573,(15) High-ceiling with private bath in Harvard/MIT,45011296,Lance,,Mid-Cambridge,42.36979,-71.10409,Private room,281,2,15,2022-04-13,1.02,19,106,12,
48640925,1st floor apartment quiet street nr Avon Hill 34-1,9793577,Catalina,,Neighborhood Nine,42.38664,-71.12528,Entire home/apt,165,7,3,2022-06-10,0.25,5,23,3,
48643097,2nd floor apartment on quiet street near Avon Hill,9793577,Catalina,,Neighborhood Nine,42.38788,-71.1237,Entire home/apt,155,30,2,2021-08-01,0.17,5,136,2,
48926497,"Spacious Central Square Studio w/ Doorman, near...",107434423,Blueground,,The Port,42.3638,-71.09979,Entire home/apt,204,32,1,2021-12-21,0.16,324,251,1,""
48926609,"Airy Central Square Studio w/Doorman, near...",107434423,Blueground,,The Port,42.36380330000001,-71.0997926,Entire home/apt,177,32,1,2022-02-15,0.23,324,263,1,""
48926618,"Airy Central Square Studio w/Doorman, near...",107434423,Blueground,,The Port,42.36380330000001,-71.0997926,Entire home/apt,178,32,0,,,324,283,0,""
48926831,Trendy Central Square 3BR w/ W/D near MIT &...,107434423,Blueground,,The Port,42.36475,-71.09995,Entire home/apt,301,32,0,,,324,352,0,""
48990536,"Modern Cambridge 2BR w/ W/D, Private access to...",107434423,Blueground,,North Cambridge,42.39838,-71.1338,Entire home/apt,417,32,0,,,324,355,0,""
49052551,Cambridgeport East Bedroom Semiprivate Bathroom,394741679,Olena,,Cambridgeport,42.35961,-71.1061,Private room,58,30,4,2022-01-15,0.40,13,163,4,
49073289,"Cambridgeport Quiet bedroom, semiprivate bathroom",394741679,Olena,,Cambridgeport,42.36113,-71.10733,Private room,53,30,1,2021-09-01,0.10,13,117,1,
49138557,"Cambridgeport Comfy Studio, Private Bath 1st Fl",394741679,Olena,,Cambridgeport,42.36144,-71.10735,Private room,76,30,4,2022-06-04,0.40,13,59,4,
49214672,"MIT Harvard Back Bedroom, Private Bath",394741679,Olena,,Cambridgeport,42.35945,-71.10787,Private room,75,30,3,2022-03-31,0.52,13,100,3,
49281641,"Top Floor Harvard Square 1BR w/Gym, Elevator,...",107434423,Blueground,,West Cambridge,42.37461380000001,-71.1224544,Entire home/apt,278,32,0,,,324,171,0,""
49281654,"Top Floor Harvard Square 2BR w/Gym, Elevator,...",107434423,Blueground,,West Cambridge,42.37461380000001,-71.1224544,Entire home/apt,261,32,0,,,324,0,0,""
49281729,"Top Floor Harvard Square 2BR w/Gym, Elevator,...",107434423,Blueground,,West Cambridge,42.37461380000001,-71.1224544,Entire home/apt,289,32,0,,,324,184,0,""
49281749,"Charming Cozy 1BR + Den, steps from Harvard...",107434423,Blueground,,Neighborhood Nine,42.38017500000001,-71.1207189,Entire home/apt,215,32,0,,,324,202,0,""
49281855,"Charming Cozy 2BR, steps from Harvard Square,...",107434423,Blueground,,Neighborhood Nine,42.38018,-71.12072,Entire home/apt,303,32,1,2021-12-16,0.16,324,364,1,""
49332762,"Well-located Kendall Square 1BR w/ courtyard,...",107434423,Blueground,,East Cambridge,42.3640528,-71.0835716,Entire home/apt,281,32,0,,,324,0,0,""
49355363,"Charming Cozy 2BR, steps from Harvard Square,...",107434423,Blueground,,Neighborhood Nine,42.38004249999999,-71.1204793,Entire home/apt,289,32,0,,,324,6,0,""
49370404,"Cozy Studio, Great Location Kendall/MIT Square",133407298,Juliana & Ivan (Myhomelike),,East Cambridge,42.36411,-71.08166,Entire home/apt,110,2,8,2021-08-12,0.66,1,0,8,C0189030491
49380273,Spacious Inman Sq Apt mins from MIT/Harvard,16510817,Jennifer,,Wellington-Harrington,42.37309,-71.09853,Entire home/apt,221,3,38,2022-06-16,3.28,1,5,38,
49381421,Cozy apartment in historic Harvard Square,9793577,Catalina,,Riverside,42.36935,-71.11416,Entire home/apt,164,30,1,2021-07-26,0.09,5,95,1,
49382833,"Charles River, Harvard, MIT - 1 BD Apartment",394741679,Olena,,Riverside,42.36603,-71.11141,Entire home/apt,103,30,4,2022-04-19,0.38,13,185,4,
49414402,Private room by Kendall Sq,248263858,Ann,,The Port,42.36866,-71.09885,Private room,74,1,103,2022-06-18,7.32,1,112,81,
49585783,Quiet and cozy bedroom with a warm lounging area,398199224,Camar,,Neighborhood Nine,42.38448,-71.13307,Private room,55,1,0,,,1,221,0,C0946200768
49631570,Luxury Private room next to Porter Sq,400315550,Nikkita,,Neighborhood Nine,42.38866,-71.12208,Private room,56,1,55,2022-06-16,4.33,3,146,51,
49633481,Private Bedroom at Porter Sq,400330361,Ela,,Neighborhood Nine,42.38625,-71.12293,Private room,74,1,58,2022-06-19,4.53,3,118,54,
49642098,"Cambridgeport Cherry Studio, Private Bath 2nd Fl",394741679,Olena,,Cambridgeport,42.36126,-71.10753,Private room,74,30,0,,,13,176,0,
49709372,Private Bedroom at Porter Sq,400315550,Nikkita,,Neighborhood Nine,42.38601,-71.12113,Private room,75,1,45,2022-06-10,3.54,3,115,43,
49709665,Cozy Bedroom at Porter Sq,400315550,Nikkita,,Neighborhood Nine,42.38686,-71.12338,Private room,75,1,52,2022-06-12,4.11,3,109,47,
49710366,Live + Work + Stay + Easy | 2BR in Cambridge,359229620,Laronna,,East Cambridge,42.37124,-71.07749,Entire home/apt,292,92,0,,,20,365,0,
49714855,MIT/Kendall Lux 3BR Apartment,132089155,Marisa,,The Port,42.36752,-71.09641,Entire home/apt,440,75,4,2022-06-06,0.33,1,141,4,STR-114462
49750350,bedroom w private bath next to porter sq,400330361,Ela,,Neighborhood Nine,42.38453,-71.12056,Private room,93,1,84,2022-06-17,6.58,3,92,79,
49750659,Private Bedroom w Piano next to Porter Sq,400330361,Ela,,North Cambridge,42.38878,-71.11967,Private room,75,1,79,2022-06-18,6.16,3,122,77,
49752174,Private Bedroom Porter Sq,401242783,Aleyna,,Neighborhood Nine,42.38728,-71.12012,Private room,76,5,62,2022-06-15,4.99,3,98,60,
49775995,Master bedroom in Lux 2Br convenient to Harvard,21631889,Ling Yi,,Neighborhood Nine,42.38601,-71.13849,Private room,100,75,1,2021-09-13,0.11,15,199,1,
49790566,Fully furnished apartment in Cambridge,373050156,Cameron,,East Cambridge,42.36776,-71.0832,Private room,76,120,0,,,17,178,0,
49793684,Fully furnished private room in Cambridge,373050156,Cameron,,East Cambridge,42.36783,-71.08502,Private room,93,120,0,,,17,178,0,
49840219,Private Bedroom at Porter Sq,401242783,Aleyna,,Neighborhood Nine,42.38416,-71.12223,Private room,74,5,56,2022-06-20,4.44,3,116,53,
49840424,Private Bedroom at Porter Sq,401242783,Aleyna,,Neighborhood Nine,42.38865,-71.12213,Private room,74,5,25,2022-06-19,1.96,3,115,24,
50042415,"Cambridgeport Sunny Bedroom, Full Private Bath",394741679,Olena,,Cambridgeport,42.3613,-71.10607,Private room,73,30,3,2022-01-14,0.34,13,188,3,
50118419,"800 Square Foot, 2-bed Apt w/ AC, Laundry, Parking",3917069,Karl,,North Cambridge,42.394745,-71.130684,Entire home/apt,316,2,10,2022-06-16,3.09,2,309,10,C0356480491
50171781,Sonder 907 Main | King Room,224829568,Sonder (Boston),,Cambridgeport,42.36267,-71.09939,Private room,255,1,19,2022-06-07,1.67,22,362,19,
50171848,Sonder 907 Main | Double Queen Room,224829568,Sonder (Boston),,Cambridgeport,42.3626,-71.10036,Private room,343,1,7,2022-05-24,0.62,22,331,7,
50173550,Sonder 907 Main | Stellar King Suite w/ Balcony,224829568,Sonder (Boston),,Cambridgeport,42.36247,-71.10003,Private room,524,1,2,2022-03-27,0.47,22,282,2,
50175794,Sonder 907 Main | Superior King Room,224829568,Sonder (Boston),,The Port,42.36265,-71.09905,Private room,300,1,110,2022-06-06,9.65,22,364,110,
50175808,Sonder 907 Main | Spacious King Room,224829568,Sonder (Boston),,Cambridgeport,42.36237,-71.09898,Private room,266,1,24,2022-05-31,2.11,22,362,24,
50199727,Live + Work + Stay + Easy | 1BR in Cambridge,359229620,Laronna,,East Cambridge,42.37328,-71.07956,Entire home/apt,229,92,0,,,20,365,0,
50331160,Cambridgeport Nice Studio Private Bath 2nd floor,394741679,Olena,,Cambridgeport,42.36072,-71.10594,Private room,73,30,1,2021-12-31,0.17,13,180,1,
50527276,(17) Two beds room with private bath 7 min from T,45011296,Lance,,Mid-Cambridge,42.3683,-71.10534,Private room,299,1,14,2022-06-14,1.40,19,104,14,
50540363,Hotel --- Scholar + Victorian + Contemporary rooms,162885740,Hong,,North Cambridge,42.39378,-71.12735,Private room,150,1,14,2022-06-03,1.26,15,204,14,
50545567,Modern & NEW 2020 APT between Harvard / Porter Sq.,3011415,Stanley And Sue,,Neighborhood Nine,42.38409,-71.12049,Entire home/apt,220,31,3,2022-01-28,0.34,3,60,3,
50631125,Kendall/MIT Townhouse with Parking,409075924,Rachel,,Wellington-Harrington,42.36972,-71.08997,Entire home/apt,221,1,58,2022-06-13,4.89,1,214,58,STR- 119565
50724014,2 Bed 1 Bath Near MIT & Kendall Square,43450256,Steve,,East Cambridge,42.36699,-71.07975,Entire home/apt,300,30,2,2022-02-28,0.30,20,62,2,
50783647,CharlesRiver HarvardMIT Central BR SemiPrivate Bth,394741679,Olena,,Riverside,42.36433,-71.11162,Private room,51,30,1,2022-05-31,1,13,203,1,
50810297,Attractive 2 bed 2 full bath in cambridge close T,373675137,Liya,,North Cambridge,42.39459,-71.13235,Entire home/apt,299,7,3,2022-05-08,0.74,41,364,3,
50913997,Incredible View - Pet-Friendly - Short + Long Term,365116307,Brian + Heather,,The Port,42.36709,-71.10123,Entire home/apt,150,30,9,2022-06-08,1.56,29,124,9,C0305330491
51055943,"CharlesRiver,Harvard,MIT Flower BR Semiprivate Bth",394741679,Olena,,Riverside,42.36406,-71.11305,Private room,51,28,0,,,13,189,0,
51132906,✨ Guest Room with 2 Queen Beds at Courtyard Boston Cambridge,413229641,Courtyard Boston,,Cambridgeport,42.35933,-71.11392,Entire home/apt,278,1,1,2021-08-15,0.10,2,0,1,""
51177877,"Renovated 4Bed  1.5 bath, MIT, Harvard,Hospitals",31340713,Kama,,Riverside,42.36495,-71.1143,Entire home/apt,363,31,1,2022-04-14,0.43,21,221,1,
51178922,"Newly Renovated 4Bed in Cambridge, close to MIT",266312920,STARS Of,,Riverside,42.36362,-71.11439,Entire home/apt,363,31,2,2022-04-17,0.77,23,222,2,
51332630,1br Cottage Near Kendall/MIT/Harvard,7468506,Parviz,,The Port,42.3669,-71.09308,Entire home/apt,275,29,5,2022-06-05,0.51,2,9,5,
51422011,Sunny 4br 1.5ba House Near Kendall/MIT/Harvard,7468506,Parviz,,Wellington-Harrington,42.36834,-71.09371,Entire home/apt,771,2,13,2022-06-20,1.57,2,32,13,
51482445,"3parking, 3bds, 2bth - wlk to Kendall Central MIT",9161433,Nels,,The Port,42.3675,-71.0971,Entire home/apt,250,91,0,,,6,0,0,
51488181,In-Law Apartment New Renovation,16204830,Ahat,,Agassiz,42.38421,-71.11678,Private room,125,30,0,,,1,322,0,STR-13863
51625412,(21) Light filled room with 3 beds in Harvard/MIT,45011296,Lance,,Mid-Cambridge,42.36981,-71.10594,Private room,320,1,10,2022-06-08,1.01,19,94,10,
51655441,(28) Light filled room with 3 beds in Harvard/MIT,45011296,Lance,,Mid-Cambridge,42.36874,-71.10389,Private room,319,1,13,2022-06-10,1.31,19,7,13,
51706704,"Walk to Harvard, MIT,  Central, Subway, Book Now!🇺🇸",7848820,Kris,,The Port,42.36992,-71.10018,Private room,250,30,2,2021-11-15,0.23,15,64,2,STR-148098
51708387,"Walk to Harvard, MIT, Central, Subway, Book Now!!🌺",7848820,Kris,,The Port,42.37023,-71.1003,Private room,204,30,6,2022-06-15,0.88,15,81,6,STR-148098
51708846,"Walk to Harvard, MIT, Central, Subway, Book Now!!🌈",7848820,Kris,,The Port,42.36976,-71.09993,Private room,165,30,2,2021-12-15,0.23,15,74,2,STR-148098
51710894,"Walk to Harvard, MIT, Central, Subway, Book Now!!🌈",7848820,Kris,,Mid-Cambridge,42.36996,-71.10129,Private room,165,30,0,,,15,88,0,STR-148098
51750324,Modern 3 Bedroom Single Family in Mid-Cambridge,62982808,Nasser,,Mid-Cambridge,42.37122,-71.10845,Entire home/apt,306,30,0,,,1,172,0,
51772909,(12) Perfect WFH set up in Harvard/MIT,45011296,Lance,,Mid-Cambridge,42.36824,-71.10437,Private room,194,1,11,2022-06-11,1.12,19,68,11,
51786364,New APT by Harvard & Porter Sq. | 97 Walker Score!,3011415,Stanley And Sue,,Agassiz,42.38183,-71.11888,Entire home/apt,210,32,0,,,3,76,0,
51789602,(22) Light filled rm with private bath in Harvard,45011296,Lance,,Mid-Cambridge,42.36996,-71.10583,Private room,282,1,9,2022-06-18,0.93,19,153,9,
51794432,"Walk to Harvard, MIT, Central, Subway, Book Now!!🍕",7848820,Kris,,Mid-Cambridge,42.37185,-71.10079,Private room,214,7,2,2022-03-19,0.33,15,72,2,STR-148098
51799709,Luxury 2BR Penthouse Condo near MIT/Harvard,11274561,Philip,,The Port,42.36676,-71.09751,Entire home/apt,500,21,2,2022-01-09,0.35,1,199,2,STR-62074
51819662,(27) Garden view room with private bath,45011296,Lance,,Mid-Cambridge,42.36814,-71.10415,Private room,299,1,6,2022-04-19,0.63,19,59,6,
51821356,Live + Work + Stay + Easy | 1 BR in Cambridge,359229620,Laronna,,East Cambridge,42.37152,-71.07768,Entire home/apt,233,92,0,,,20,365,0,
51890153,(24) Two beds + Private bath tucked in Harvard/MIT,45011296,Lance,,Mid-Cambridge,42.37012,-71.10445,Private room,299,1,13,2022-06-14,1.34,19,9,13,
51981449,- AMAZING HARVARD SQUARE SUITE -,10825995,Mike,,Riverside,42.36446,-71.11376,Entire home/apt,89,91,1,2021-12-31,0.17,3,327,1,
52061257,Luxury bedroom perfect location free parking,421489033,Lijia,,Cambridgeport,42.36261,-71.09976,Private room,97,1,0,,,1,0,0,
52154122,(23) Bright and cozy single room with two beds,45011296,Lance,,Mid-Cambridge,42.36862,-71.10397,Private room,188,1,24,2022-06-17,2.54,19,67,24,
52280430,"Private Cozy Rm near MIT/Kendall*, 30 Days Minimum",229497500,Yudong,,Wellington-Harrington,42.36817,-71.09175,Private room,43,30,3,2022-06-20,0.47,10,307,3,
52280623,"Private Cozy Rm near MIT/Kendall, *",229497500,Yudong,,Wellington-Harrington,42.37005,-71.09154,Private room,31,30,4,2022-04-05,0.49,10,260,4,
52387922,Private Big Rm Near MIT/Kendall* 30 Days Minimum,229497500,Yudong,,Wellington-Harrington,42.36837,-71.08961,Private room,65,30,5,2022-05-10,0.91,10,294,5,
52388294,"Private Cozy Rm near MIT/Kendall, 30 Days Minimum",229497500,Yudong,,Wellington-Harrington,42.36975,-71.08981,Private room,58,30,5,2022-06-18,1.03,10,294,5,
52388630,"Private Room Near MIT/Kendall,",229497500,Yudong,,Wellington-Harrington,42.36815,-71.0918,Private room,57,30,2,2022-03-07,0.27,10,281,2,
52389611,"Private Cozy Rm Near MIT/Kendall, 30 Days Minimum",229497500,Yudong,,Wellington-Harrington,42.36974,-71.08988,Private room,60,30,2,2022-05-03,0.55,10,299,2,
52396698,"Modern Cambridge 2BR w/ W/D, Private access to...",107434423,Blueground,,North Cambridge,42.3983825,-71.133804,Entire home/apt,337,32,0,,,324,112,0,""
52396761,"Modern Cambridge 2BR w/ W/D, Private access to...",107434423,Blueground,,North Cambridge,42.3983825,-71.133804,Entire home/apt,279,32,0,,,324,351,0,""
52405923,✨ Guest Room with 1 King Beds at Courtyard Boston Cambridge,413229641,Courtyard Boston,,Cambridgeport,42.35796,-71.11443,Entire home/apt,270,1,84,2022-05-22,9.66,2,39,84,
52418778,5 Bedroom Victorian Home Central Cambridge BookNow,7848820,Kris,,Mid-Cambridge,42.37161,-71.1001,Entire home/apt,2500,30,0,,,15,294,0,STR-148098
52419649,Charming 3BR w. W/D near MIT and Kendall Square...,107434423,Blueground,,Wellington-Harrington,42.37053,-71.08995,Entire home/apt,396,32,0,,,324,365,0,""
52454369,(25) Corner light filled room 5 min from T,45011296,Lance,,Mid-Cambridge,42.37026,-71.10466,Private room,299,1,5,2022-05-23,0.57,19,9,5,135558
52476267,(26) Affordable sunny yard facing room in Harvard,45011296,Lance,,Mid-Cambridge,42.36809,-71.10476,Private room,210,1,14,2022-06-17,1.65,19,84,14,135558
52494735,CharlesRiver Harvard MIT Bedroom Private Bath/Entr,394741679,Olena,,Riverside,42.36581,-71.11227,Private room,69,30,2,2022-05-18,0.42,13,203,2,
52497750,Sunny & Modern By Kendall Square!,23983523,Aaron,,East Cambridge,42.36906,-71.0816,Private room,60,30,0,,,1,105,0,
52501886,Charming 3BR w. W/D near MIT and Kendall Square...,107434423,Blueground,,Wellington-Harrington,42.37053,-71.08995,Entire home/apt,272,32,0,,,324,315,0,""
52564040,"Newly development 1BR w. W/D, Gym in Cambridge...",107434423,Blueground,,East Cambridge,42.373028,-71.0785923,Entire home/apt,216,32,0,,,324,258,0,""
52697170,Live + Work + Stay + Easy | 1BR in Cambridge,359229620,Laronna,,East Cambridge,42.37307,-71.07899,Entire home/apt,226,92,0,,,20,365,0,
52781220,(11) Quiet WFH setup with private bath on Harvard,45011296,Lance,,Mid-Cambridge,42.37025,-71.10425,Private room,252,1,4,2022-03-06,0.50,19,74,4,
52781422,(33) Top floor light filled room with private bath,45011296,Lance,,Mid-Cambridge,42.37038,-71.10561,Private room,100,1,2,2022-05-30,0.24,19,0,2,
52795995,Newly renovated 3bed/2ba apt Davis/Harvard/Porter,25221790,Jean,,Neighborhood Nine,42.38985,-71.12912,Entire home/apt,371,2,22,2022-06-17,2.65,1,67,22,148427
52823649,(32) Top floor light filled room with private bath,45011296,Lance,,Mid-Cambridge,42.36847,-71.10605,Private room,299,1,2,2021-11-21,0.27,19,99,2,
52853061,"Month to Month Newly Renovated, Spacious 3 BD Apt",145655051,Karen,,Cambridgeport,42.36428,-71.10219,Entire home/apt,199,91,0,,,3,224,0,
52853281,"Newly development 1BR w. W/D, Gym in Cambridge...",107434423,Blueground,,East Cambridge,42.373028,-71.0785923,Entire home/apt,217,32,0,,,324,202,0,""
52896389,"Newly development 1BR w. W/D, Gym in Cambridge...",107434423,Blueground,,East Cambridge,42.37303,-71.07859,Entire home/apt,372,32,0,,,324,355,0,""
52921262,(30) Top floor family room with private bath rm,45011296,Lance,,Mid-Cambridge,42.36889,-71.10381,Private room,319,1,3,2022-06-20,0.39,19,68,3,
53057018,Luxury and Spacious Alewife 2Bed2Bath w/ W/D...,107434423,Blueground,,North Cambridge,42.39378,-71.14513,Entire home/apt,231,32,0,,,324,312,0,""
53273944,Beautiful and Quite Inman Square Penthouse 2B1B,96317029,Siyin,,Wellington-Harrington,42.37364,-71.09452,Entire home/apt,120,20,2,2022-05-22,0.42,1,0,2,
53409278,NEWLY RENOVATED APT IN THE HEART OF CAMBRIDGE!,39343684,Imani,,Riverside,42.3668,-71.11313,Entire home/apt,128,30,2,2022-04-27,0.52,1,226,2,C0984769728
53426252,Luxury and Spacious Alewife 2Bed2Bath w/ W/D...,107434423,Blueground,,North Cambridge,42.3937793,-71.1451301,Entire home/apt,222,32,0,,,324,339,0,""
53525035,"Spacious East Cambridge 2B2B w/ W/D & Gym,...",107434423,Blueground,,East Cambridge,42.3698228,-71.0731297,Entire home/apt,326,32,0,,,324,112,0,""
53525050,The Modica Estates Apartment 4 Room 1,411367498,Candide,,The Port,42.3658,-71.09912,Private room,55,1,0,,,2,67,0,STR-165667
53540787,"Spacious East Cambridge 2B2B w/ W/D & Gym,...",107434423,Blueground,,East Cambridge,42.36982,-71.07313,Entire home/apt,246,32,0,,,324,297,0,""
53540799,"Upscale 1B w/ W/D. Lots of amentities; Gym,...",107434423,Blueground,,Cambridge Highlands,42.3924213,-71.1458597,Entire home/apt,183,32,0,,,324,299,0,""
53545883,"W Cambridge 3BR on bike path: Quiet, cute, balcony",3842820,Chris,,Strawberry Hill,42.377247,-71.148964,Entire home/apt,456,1,6,2022-05-28,0.90,2,78,6,C0337020491
53574737,NEW Remodeled 2 Bedroom-Cambridge/Harvard/MIT,710114,Jordan &,,West Cambridge,42.375156,-71.134804,Entire home/apt,429,2,20,2022-06-19,3.37,1,139,20,C0318860491
53619519,"Upscale 1B w/ W/D. Lots of amentities; Gym,...",107434423,Blueground,,Cambridge Highlands,42.39242,-71.14586,Entire home/apt,175,32,0,,,324,293,0,""
53638194,"Upscale 2B w/ W/D. Lots of amentities; Gym,...",107434423,Blueground,,Cambridge Highlands,42.39123,-71.14579,Entire home/apt,217,32,0,,,324,324,0,""
53657370,Charming 3BR near MIT and Kendall Square by...,107434423,Blueground,,Wellington-Harrington,42.3707,-71.09005,Entire home/apt,259,32,0,,,324,324,0,""
53696242,"3 bedroom townhouse in Cambridge, Harvard square",12957469,Anne,,West Cambridge,42.37529,-71.13084,Entire home/apt,240,4,0,,,1,79,0,
53794529,Sunny 1-bedroom apartment near Davis Square,39254027,Laura Jane,,North Cambridge,42.39783,-71.13036,Entire home/apt,90,1,2,2022-05-31,0.67,1,0,2,
53827724,Lovely one-bedroom apt in Harvard Square,406001662,Marcos,,Mid-Cambridge,42.3724,-71.11242,Entire home/apt,120,10,0,,,1,191,0,
53932875,"Modern Cambridge 1BR w/ W/D, Private access to...",107434423,Blueground,,North Cambridge,42.39838,-71.1338,Entire home/apt,206,32,0,,,324,289,0,""
53932942,"Ideal East Cambridge studio w/ W/D & Gym, steps...",107434423,Blueground,,East Cambridge,42.37028,-71.07276,Entire home/apt,273,32,0,,,324,363,0,""
53981182,Economy 2 Bed w/ Free Parking in East Cambridge,43450256,Steve,,East Cambridge,42.36737,-71.0815,Entire home/apt,149,1,7,2022-05-31,1.19,20,60,7,
54064167,"Central Cambridge 1BR near restaurants, steps...",107434423,Blueground,,Mid-Cambridge,42.3690974,-71.1088066,Entire home/apt,338,32,0,,,324,4,0,""
54078605,"Central Cambridge 2BR near restaurants, steps...",107434423,Blueground,,Mid-Cambridge,42.36933,-71.1088,Entire home/apt,216,32,0,,,324,304,0,""
54159825,Rad 2BR in Kendall Square w/ Gym near MIT & MGH...,107434423,Blueground,,East Cambridge,42.36624,-71.0841,Entire home/apt,239,32,0,,,324,292,0,""
54240167,Industrial 2BR in Kendall Square w/ Gym near...,107434423,Blueground,,East Cambridge,42.36624,-71.084097,Entire home/apt,306,32,0,,,324,9,0,""
54328233,Hotel：3 blocks to T:Cambridge,162885740,Hong,,North Cambridge,42.39422,-71.12544,Private room,148,1,18,2022-06-05,3.75,15,10,18,C0014490491
549053376229884393,"Ideal East Cambridge 1BR w/ W/D & Gym, steps...",107434423,Blueground,,East Cambridge,42.3698228,-71.0731297,Entire home/apt,253,32,0,,,324,9,0,""
553093475593389705,Romantic 1-Bed room at heart of Harvard Square,443174612,Aspen,,Riverside,42.37036,-71.11554,Entire home/apt,341,2,4,2022-05-08,1.04,1,312,4,
553212014281821672,"Charming Multi-Level Townhouse, Harvard, MIT, MBTA",31340713,Kama,,Riverside,42.36483,-71.10919,Entire home/apt,165,30,0,,,21,284,0,
553444803315731851,"Newly development 1BR w. W/D, Gym in Cambridge...",107434423,Blueground,,East Cambridge,42.373028,-71.0785923,Entire home/apt,203,32,0,,,324,324,0,""
554149446811922669,Stunning Central Square 2BR near Central Square...,107434423,Blueground,,Mid-Cambridge,42.36933,-71.1088,Entire home/apt,273,32,0,,,324,329,0,""
555228691792675796,"Charming Multi-Level Townhouse, Harvard, MIT, MBTA",266312920,STARS Of,,Riverside,42.36614,-71.11094,Entire home/apt,165,30,2,2022-05-06,0.72,23,284,2,
556755639862298110,Most lovely 4 bedroom apt in  Boston,373675137,Liya,,North Cambridge,42.39436,-71.13272,Entire home/apt,135,8,0,,,41,355,0,
557098890922168973,"Stunning Central Square 1BR w/ Gym & W/D, by...",107434423,Blueground,,Cambridgeport,42.35986,-71.10096,Entire home/apt,269,32,0,,,324,234,0,""
557101410881697215,"Stunning Central Square 1BR w/ Gym & W/D, by...",107434423,Blueground,,Cambridgeport,42.3598579,-71.1009631,Entire home/apt,300,32,0,,,324,86,0,""
557101758872697371,"Amazing Cambridge 1BR w/ Gym & W/D, near...",107434423,Blueground,,Cambridgeport,42.3598579,-71.1009631,Entire home/apt,263,32,0,,,324,0,0,""
557102107863619106,"Upscale Cambridge 1BR w/ Gym & W/D, walk to...",107434423,Blueground,,Cambridgeport,42.3598579,-71.1009631,Entire home/apt,211,32,0,,,324,306,0,""
557861415631805188,"Ideal East Cambridge 1BR w/ W/D & Gym, steps...",107434423,Blueground,,East Cambridge,42.3698228,-71.0731297,Entire home/apt,238,32,0,,,324,8,0,""
560726207699438496,2 Bed w/ Free Parking in East Cambridge,43450256,Steve,,Wellington-Harrington,42.37227,-71.08941,Entire home/apt,350,30,0,,,20,364,0,
560782999379858921,3 Bed w/ Free Parking in East Cambridge,43450256,Steve,,Wellington-Harrington,42.37258,-71.0894,Entire home/apt,375,30,0,,,20,364,0,
562904650702512130,"Sleek Cambridge 1BR w/ Gym & W/D, close to...",107434423,Blueground,,Cambridgeport,42.35986,-71.10096,Entire home/apt,249,32,0,,,324,331,0,""
562910079747001300,"Chic East Cambridge 1BR w/ Gym & W/D, walk to...",107434423,Blueground,,East Cambridge,42.36982,-71.07313,Entire home/apt,221,32,0,,,324,272,0,""
563452455814726863,City respite bedroom apt with parking and yard,6823717,Juan Carlos,,Riverside,42.36298,-71.11318,Entire home/apt,250,30,0,,,2,0,0,C0352300491
567999293157676181,(31) Bright large room with skylight on top floor,45011296,Lance,,Mid-Cambridge,42.36883,-71.10412,Private room,279,1,1,2022-03-21,0.32,19,9,1,135558
