id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
594414635533252208,Feel at home! Amazing 3bed 3bath w/Stunning View,158837906,Hashouki,,East Cambridge,42.39215,-71.07741,Entire home/apt,599,7,0,,,41,351,0,
45507435,Purple House and Garden,5855483,Macy,,North Cambridge,42.39869,-71.11488,Entire home/apt,186,3,22,2022-06-13,3.00,1,54,22,
28050946,Garden Retreat,211897787,Sandra,,Agassiz,42.38372,-71.10939,Private room,112,2,48,2022-06-13,1.23,1,285,24,
22328758,@4闪闪 overflow room near Tufts Cambridge Davis Sq.,161997023,Shine,,North Cambridge,42.40993,-71.13333,Private room,67,2,245,2022-06-20,4.53,4,337,57,
6450220,Longwood Medical 2br Brookline Condo with Parking!,2006852,Jay,,Area 2/MIT,42.33693,-71.11193,Entire home/apt,280,1,126,2022-05-08,1.67,7,296,33,
916123,"N3 Little Italy Historic, Freedom Trail, TD Garden",3637081,Sarah,,East Cambridge,42.36541,-71.05404,Entire home/apt,184,1,696,2022-06-07,6.24,12,209,118,STR-445691
53367842,"5-2 Chic Studio, Affordable & Simple",285344759,Bv,,Area 2/MIT,42.34763,-71.06905,Entire home/apt,87,3,13,2022-05-27,2.12,27,0,13,STR-415225
6879036,Stylish Studio on Newbury St; #3,22348222,Maverick,,Area 2/MIT,42.34982,-71.08264,Entire home/apt,248,1,228,2022-05-29,2.84,84,334,20,STR-445394
559668242126598958,Come and Explore Boston From this Central Location,285344759,Bv,,Area 2/MIT,42.34906,-71.06876,Private room,96,2,4,2022-05-31,2.45,27,118,4,STR-415225
2126053,"Studio, w kitchenette, in owner's Beacon Hill home",10844648,Janet,,Area 2/MIT,42.35771,-71.06978,Entire home/apt,165,29,112,2022-05-14,1.12,1,150,4,STR-395757
31984461,🌳Walk to MGH🏨Deck🌲5 Star🌻Sanitized🐶Dogs Ok,238179467,BlackFox,,East Cambridge,42.35994,-71.07021,Entire home/apt,99,32,21,2021-10-31,0.52,8,313,2,
46576290,"Boston Studio, Ready For Long & Short Stays 205",183914990,Edmund,,Area 2/MIT,42.3545,-71.06313,Private room,158,29,16,2021-10-03,1.27,9,0,14,STR439290
50386523,Prime Back Bay 2BR/2B steps from Prudential...,107434423,Blueground,,Area 2/MIT,42.34449,-71.08237,Entire home/apt,277,32,0,,,324,310,0,
25576444,SouthEnd Eagles Nest,34719298,Michael,,Area 2/MIT,42.34226,-71.07881,Entire home/apt,256,2,110,2022-06-05,2.24,1,15,43,STR-405587
3331467,"Beautiful apt near Tufts, Harvard",2874070,Johno And Gilly,,North Cambridge,42.39989,-71.12561,Entire home/apt,180,91,242,2019-06-23,2.48,1,202,0,
7834972,Historic New England 4th Bedroom,35408517,Kyle,,North Cambridge,42.41548,-71.12396,Private room,50,1,53,2021-02-20,0.65,4,82,0,
48988149,Walk to Harvard Uni. /Train/Porter! Long term stay,34191455,Manoj,,Agassiz,42.38623,-71.1102,Private room,65,4,5,2022-06-05,0.80,8,52,5,
18757211,"Stay next to Harvard, MIT & Tufts University",51354887,Andre,,North Cambridge,42.40578,-71.11461,Private room,78,1,57,2021-09-27,0.92,3,227,2,
8521,SunsplashedSerenity walk to Harvard & Fresh Pond,306681,Janet,,West Cambridge,42.38258,-71.13646,Entire home/apt,300,2,49,2022-05-30,0.31,2,177,10,C0121120491
11169,Lovely Studio Room: Available for 7-10 days,40965,Judy,,North Cambridge,42.3963,-71.13135,Private room,112,3,156,2022-06-18,1.05,1,332,10,
19581,"Furnished suite, Windsor",74249,Marc And Patty,,The Port,42.36258,-71.09603,Private room,195,10,8,2021-09-11,0.05,3,162,2,
27498,Furnished suite 2 @ the Windsor,74249,Marc And Patty,,The Port,42.36254,-71.09698,Private room,275,5,16,2022-06-12,0.11,3,204,5,
79762,Cambridge Getaway @ Harvard & MIT,430015,Kevin,,The Port,42.3695,-71.09921,Entire home/apt,250,3,380,2022-06-07,2.80,2,167,29,STR-15661
106474,large furnished suite in Central sq,74249,Marc And Patty,,The Port,42.36274,-71.09768,Private room,295,5,20,2022-05-29,0.15,3,233,5,ROT-10694669-006
108898,"""The Treehouse"" :   Elegant living near Harvard",306681,Janet,,West Cambridge,42.38227,-71.13643,Entire home/apt,200,2,26,2022-06-16,0.19,2,197,6,CO121110491
405144,Apartment in Harvard's Backyard,2018955,Nicole,,Riverside,42.3691,-71.11237,Entire home/apt,165,31,54,2021-07-29,0.44,1,205,1,
445407,East Cambridge Apartment,2212429,Jimmy,,Wellington-Harrington,42.37147,-71.08939,Entire home/apt,300,3,56,2021-08-15,0.46,2,1,7,STR-17249
456429,Elegant Airy Comfort. Workspace. Private Entrance.,2244099,Rebecca & Richard,,North Cambridge,42.39475,-71.12548,Entire home/apt,575,4,279,2022-06-12,2.29,1,58,23,
577384,Large Room with Shared Bath,229956,Adam,,The Port,42.36613,-71.09883,Private room,39,29,144,2022-05-31,1.19,4,0,9,
675441,Waterfront-1 Bed Room Luxury Condo,3423245,Elaine,,East Cambridge,42.37103,-71.07557,Private room,188,91,14,2015-05-28,0.12,1,365,0,
715532,"Quiet, Artistically Decorated Cambridge Apartment",3673828,Kate,,North Cambridge,42.39346,-71.13137,Entire home/apt,225,2,309,2022-06-12,2.61,1,168,42,C0262370491
742574,See Yourself in Central Square,1152305,Greg,,The Port,42.36545,-71.10268,Entire home/apt,160,30,127,2021-09-02,1.10,4,64,1,
860634,Home on quiet street near Harvard,4507945,Deborah,,Agassiz,42.38373,-71.11424,Private room,70,3,473,2022-06-05,4.23,1,62,36,
910408,Summer Housing in Mid Cambridge MA!,4883794,Melissa,,Mid-Cambridge,42.37136,-71.10781,Entire home/apt,100,30,7,2022-05-14,0.06,1,0,1,
1054635,"Sunny, lg 1-br, heart of Cambridge",3087212,Eleanor,,Mid-Cambridge,42.37285,-71.11263,Entire home/apt,121,91,11,2022-04-30,0.10,1,140,1,
1097262,Harvard/MIT/BU/Central Square Room,6030020,Jason,,Cambridgeport,42.35734,-71.10973,Private room,343,14,46,2022-06-05,0.42,4,364,2,
1140201,Great Room Near Harvard/MIT/BU,6030020,Jason,,Cambridgeport,42.35966,-71.10854,Private room,193,14,71,2022-05-07,0.64,4,328,2,
1141088,MIT/Harvard/Inman- 2 Bedroom Apt.,2530211,Erin,,Wellington-Harrington,42.37324,-71.09635,Entire home/apt,179,2,469,2022-06-19,4.23,1,158,46,STR-14611
1154298,Quiet private room in N. Cambridge,6325607,John,,North Cambridge,42.39892,-71.13527,Private room,65,1,422,2022-06-05,3.87,1,264,55,C0244870491
1193755,Private room in Davis Sq. Cambridge,6523704,Kato,,North Cambridge,42.39552,-71.13115,Private room,75,91,24,2019-09-17,0.22,2,284,0,
1193862,Middle Room in Shared Apt,229956,Adam,,The Port,42.36669,-71.10025,Private room,35,4,140,2021-12-04,1.27,4,0,5,
1193875,Large Downstairs Room,229956,Adam,,The Port,42.36608,-71.10054,Private room,39,29,171,2021-06-01,1.57,4,1,0,
1203031,Corner Room in Shared Apt,229956,Adam,,The Port,42.3656,-71.10097,Private room,32,3,89,2021-04-30,0.83,4,9,0,
1215512,Minutes to Harvard Square,2066283,Roger,,Strawberry Hill,42.37656,-71.15029,Entire home/apt,174,180,17,2022-02-28,0.19,1,246,1,
1216161,"Spacious townhouse in Cambridge, MA",6636728,Nomeda,,Mid-Cambridge,42.3757,-71.1086,Entire home/apt,135,91,3,2018-08-30,0.04,1,7,0,
1225831,Victorian Charm MIT/Harvard/Kendall/Central-1BR,3380576,Paul,,The Port,42.36665,-71.09823,Entire home/apt,145,3,495,2022-06-12,4.50,1,206,64,STR-14804
1272909,Room in 3/1 Apt Davis Sq. Cambridge,6523704,Kato,,North Cambridge,42.39375,-71.13111,Private room,75,91,36,2019-11-17,0.33,2,294,0,
1341022,"Long term only, Modern Entire Condo MIT/MGH $3600",6619766,C,,The Port,42.36721,-71.0949,Entire home/apt,134,91,44,2022-04-30,0.40,1,186,2,
1404377,Renovated Brownstone - MIT/Kendall Square,7579202,Jenny,,East Cambridge,42.36892,-71.08496,Private room,140,3,336,2022-06-03,3.11,2,0,28,STR-14761
1406416,City living at its finest!,7579202,Jenny,,East Cambridge,42.37121,-71.08116,Private room,140,3,226,2022-06-07,2.17,2,0,26,STR-14761
1450370,Lovely Loft Room in Cambridge. Close to Subway!!,6839881,Lisan,,Neighborhood Nine,42.38792,-71.12732,Private room,72,210,4,2018-03-30,0.04,6,278,0,
1632003,2 Cozy Rooms Near Harvard Square,8530114,Colleen,,Mid-Cambridge,42.37303,-71.10539,Private room,195,2,53,2022-05-28,0.50,1,11,7,
1711476,"Serene & cozy 1BR oasis, walk to  Harvard Square!",3402394,Case,,Mid-Cambridge,42.37301,-71.1041,Entire home/apt,95,32,64,2022-06-07,0.84,2,148,3,
1840256,Spacious Cambridge 1BR near Kendall Square & MIT,9419684,Churchill,,East Cambridge,42.363747,-71.083374,Entire home/apt,329,31,20,2022-05-27,0.20,19,312,2,C0281180491
1855969,Lux 2 Bedroom Cambridge Apt by MIT,9419684,Churchill,,East Cambridge,42.363747,-71.083374,Entire home/apt,459,31,32,2022-05-20,0.31,19,350,1,C0281180491
1893287,Bright Convenient Apt Harvard / MIT,9553483,Jookun,,The Port,42.36571,-71.1023,Entire home/apt,149,3,185,2022-06-18,1.77,1,214,26,C0105440491
1913142,"Sunny, beautiful, cozy and spacious Cambridge apt.",6163908,Thorsten,,North Cambridge,42.39941,-71.13521,Entire home/apt,280,4,0,,,1,333,0,
1935343,"Cute, clean & it’s all yours-1 bed- great location",10014448,Lucia,,Cambridgeport,42.35715,-71.11026,Entire home/apt,145,2,244,2022-06-16,2.40,1,243,47,53615
1984737,Charming Harvard Victorian,8824696,Steve,,West Cambridge,42.38248,-71.13545,Entire home/apt,456,2,342,2022-05-22,3.49,2,279,29,STR-13324
2030680,Cozy Room in a Charming Townhouse,10427720,Gosia,,Strawberry Hill,42.37837,-71.15249,Private room,125,30,27,2022-06-11,0.27,2,324,1,
2038283,Stay Across from Harvard's Campus!,4521987,Kris,,Mid-Cambridge,42.37247,-71.11381,Entire home/apt,157,4,166,2022-05-29,1.62,1,0,25,ROC-19403721-002
2092181,Haven in Cambridge (entire place!),10641173,Randi,,Wellington-Harrington,42.37312,-71.0901,Entire home/apt,125,1,48,2021-09-02,0.50,1,1,1,STR-20621
2176599,Lux 1 Bedroom Cambridge Apt by MIT,9419684,Churchill,,East Cambridge,42.363747,-71.083374,Entire home/apt,329,31,6,2021-06-27,0.06,19,312,1,C0281180491
2223447,HarvardSq. Bright&Quiet 1 BdrApt MONTHLY/LONG TERM,7421025,Doriana,,Mid-Cambridge,42.37125,-71.11183,Entire home/apt,95,91,34,2018-09-01,0.38,2,30,0,
2244415,WORK FROM HOME FLAT- Perfect HARVARD SQUARE,3668535,Jonas,,Mid-Cambridge,42.37248,-71.11488,Entire home/apt,429,30,98,2022-05-30,0.98,2,294,17,C0191060491
2451591,Large Master Bedroom + Full Private Bath,12535522,Mona,,Cambridgeport,42.36093,-71.10642,Private room,129,30,20,2022-04-03,0.20,1,295,1,C0248480491
2467252,"West Cambridge,  1 or 2 BR in House near Harvard",12617598,Caroline,,Neighborhood Nine,42.38137,-71.12917,Private room,127,2,226,2022-06-18,2.26,1,123,10,STR-14032
2538983,Spacious 2 bedrooms Apt-Roof deck NO Cleaning fee,13000172,Dan,,Cambridgeport,42.35704,-71.10909,Entire home/apt,292,1,465,2022-06-19,5.54,1,227,95,C0082170491
2580942,Cambridge Getaway @ MIT and Harvard,430015,Kevin,,The Port,42.3695,-71.09921,Entire home/apt,250,3,285,2022-06-07,2.89,2,212,17,STR-13885
2692752,Country home in the city center.,6501896,Shelley,,Cambridgeport,42.36276,-71.10195,Private room,95,2,65,2020-03-01,0.66,1,0,0,
2875646,Cozy and bright 1 bed near MIT-Kendall Sq-Harvrd,14649698,Blair,,Wellington-Harrington,42.37138,-71.08913,Entire home/apt,93,1,113,2021-06-26,1.14,1,0,1,STR-15578
2879039,Lux 1 Bedroom Cambridge Apt by MIT,9419684,Churchill,,East Cambridge,42.363747,-71.083374,Entire home/apt,329,31,14,2018-01-13,0.14,19,312,0,C0281180491
2914111,Friendly Pleasant Place,14883738,Minga & Jonathan,,Cambridgeport,42.36397,-71.10712,Private room,108,3,249,2022-04-19,2.52,1,0,2,STR-13851
3021937,Large Room in Spacious Apartment,6030020,Jason,,Cambridgeport,42.35854,-71.10955,Private room,124,14,10,2022-04-05,0.10,4,184,1,
3100411,REMOTE LEARNING READY HARVARD UNI. APARTMENT,3668535,Jonas,,Mid-Cambridge,42.37318,-71.11334,Entire home/apt,379,1,64,2022-05-30,0.65,2,180,14,C0191060491
3167866,"""Green"" House + parking Harvard/MIT",4297079,Charlton & Theresa,,East Cambridge,42.36901,-71.08848,Entire home/apt,317,30,80,2022-01-22,0.82,1,16,2,STR-63106
3234995,"Lovely, large 3 room apartment",10470174,Maria,,West Cambridge,42.37896,-71.12489,Entire home/apt,300,2,58,2021-11-05,0.95,1,41,4,ROC-1283538-003
3247833,Lovely East Cambridge Apartment,2212429,Jimmy,,Wellington-Harrington,42.37032,-71.09317,Entire home/apt,234,2,457,2022-06-19,5.15,2,239,85,STR-13597
3334098,"WELL-APPOINTED, BRIGHT AND SPACIOUS",5331227,/We Are Kai & Nina,,East Cambridge,42.36862,-71.08573,Entire home/apt,315,3,68,2022-06-10,0.71,1,167,18,
3352446,"West Cambridge 3BR: Pet OK, A/C, backyard, lovely!",3842820,Chris,,Strawberry Hill,42.377277,-71.149094,Entire home/apt,189,3,3,2022-04-19,0.12,2,201,1,STR-74688
3474824,"Quiet Studio near MIT, Harvard & BU",5074009,Jeff&Liz,,Cambridgeport,42.35879,-71.10877,Entire home/apt,151,3,261,2022-06-08,2.69,1,6,31,STR-13865
3506058,Harvard/MIT,9270106,Nanette,,The Port,42.36965,-71.09932,Private room,139,1,660,2022-06-16,6.82,2,334,87,STR-13988
3510127,Harvard/MIT/Single/Private 1/2 Bath,9270106,Nanette,,The Port,42.36904,-71.09937,Private room,129,1,690,2022-06-21,7.14,2,320,102,STR-13988
3538589,Two bedroom third floor apartment,10337757,Bruce & Fariba,,Agassiz,42.38332,-71.11479,Entire home/apt,150,4,130,2019-05-31,1.35,1,5,0,13449
3649162,Walk to MIT or Harvard!  Perfect for a family,18446559,Meredith,,Cambridgeport,42.36343,-71.10305,Entire home/apt,180,4,11,2019-08-14,0.13,1,0,0,ROC-18348103-003
3678159,Charming Cambridge apartment near Central Square,4026958,Robert,,Riverside,42.36703,-71.11235,Private room,128,1,101,2022-06-05,1.40,1,2,29,STR-28731
3684345,Lux 2 Bedroom Cambridge Apt by MIT,9419684,Churchill,,East Cambridge,42.363747,-71.083374,Entire home/apt,459,31,12,2021-02-06,0.13,19,350,0,C0281180491
3740822,Lux 2BR Cambridge Apt by MIT,9419684,Churchill,,East Cambridge,42.363747,-71.083374,Entire home/apt,459,31,15,2016-07-18,0.16,19,350,0,C0281180491
3774900,City Oasis |Deck & Yard |Walk To Harvard MIT Train,6823717,Juan Carlos,,Cambridgeport,42.36024,-71.11398,Entire home/apt,178,3,300,2022-06-05,3.18,2,20,36,STR-13631
3894437,Lovely Studio in Cambridge -- Great Location,6839881,Lisan,,Neighborhood Nine,42.38862,-71.12554,Entire home/apt,122,200,3,2018-01-01,0.03,6,295,0,
3966829,Sunny Base close to MIT,20414167,Sandra,,The Port,42.36636,-71.09965,Entire home/apt,160,91,34,2019-08-02,0.36,1,90,0,
4031375,A room in spacious 3 bdroom apt,19140459,Gustavo,,North Cambridge,42.39605,-71.134,Private room,114,91,6,2017-09-28,0.06,1,365,0,
4068377,“Bed & Bar” w/Peloton & Street Parking,405341,Bryan & Marisa,,North Cambridge,42.39437,-71.12601,Private room,159,1,257,2022-06-05,2.74,1,6,25,
4109594,Overnight couch space,21321632,Marion,,North Cambridge,42.39827,-71.14215,Shared room,50,1,205,2022-06-14,2.17,1,309,38,
4112094,Cambridge Studio Apartment,404360,Victor,,West Cambridge,42.37843,-71.14272,Entire home/apt,135,2,291,2022-06-21,3.09,2,239,59,STR-15361
4116478,Great House in Central Square,4578066,Lindsey,,Cambridgeport,42.36308,-71.10234,Entire home/apt,350,2,201,2022-06-05,2.16,1,249,35,STR-18433
4209359,1B STUDIO Private entrance WALK HARVARD/MIT,81038,Louisa,,Mid-Cambridge,42.3677,-71.10584,Entire home/apt,175,30,187,2021-12-21,2.13,8,313,3,C0194540491
4216908,"Quiet home near Porter, Harvard. On Red Line",21885217,Catherine,,North Cambridge,42.38983,-71.11918,Entire home/apt,225,5,20,2021-12-15,0.34,1,0,1,STR-85105
4235636,Cozy Room in a Charming Townhouse,10427720,Gosia,,Strawberry Hill,42.37664,-71.15157,Private room,125,30,8,2022-05-22,0.16,2,230,1,
4270619,Sunny 3 Bdr corner luxury apartment,21631889,Ling Yi,,The Port,42.36935,-71.09845,Entire home/apt,264,75,54,2022-03-31,0.62,15,217,4,C0193720491
4338244,"Lux Kendall Square 1 Bedroom w/gym, WiFi",9419684,Churchill,,East Cambridge,42.363617,-71.08202,Entire home/apt,399,31,2,2015-08-23,0.02,19,293,0,C0281170491
4437529,Lux 2BR Cambridge Apt by MIT,9419684,Churchill,,East Cambridge,42.363747,-71.083374,Entire home/apt,459,31,9,2016-04-09,0.10,19,365,0,C0281180491
4437789,Lux 1 Bedroom Cambridge Apt by MIT,9419684,Churchill,,East Cambridge,42.363747,-71.083374,Entire home/apt,329,31,4,2016-01-18,0.04,19,312,0,C0281180491
4455298,Family Friendly 3 Bedroom,21631889,Ling Yi,,The Port,42.36896,-71.09846,Entire home/apt,302,45,106,2022-02-28,1.15,15,77,2,C0193720491
4489577,Lux 1 Bedroom Cambridge Apt by MIT,9419684,Churchill,,East Cambridge,42.363747,-71.083374,Entire home/apt,329,31,2,2018-09-24,0.02,19,312,0,C0281180491
4534572,5BR Home in Cambridge,4781117,Katie,,West Cambridge,42.38055,-71.14397,Entire home/apt,529,5,65,2019-07-14,0.76,1,0,0,STR-13321
4736800,Harvard & MIT- Sweet Retreat in Coolest Cambridge!,10732627,Suz,,Mid-Cambridge,42.3706,-71.10504,Entire home/apt,151,2,255,2022-06-21,4.08,1,167,70,
4753390,Live Large in Transformable Studio,21631889,Ling Yi,,The Port,42.36721,-71.0987,Entire home/apt,198,60,69,2022-02-19,0.78,15,107,4,C0194080491
4759313,Private Apartment. Dog friendly. Parking,24302173,Laurie,,Strawberry Hill,42.38019,-71.15465,Entire home/apt,220,3,57,2022-06-16,0.63,1,17,13,13233
4824130,Cambridge Modern Living,1800647,Saba,,Strawberry Hill,42.37734,-71.1486,Shared room,76,91,0,,,1,0,0,
4841421,"Huge classy 3BR Apt w/parking, sleeps 7",8618392,Bertha,,Cambridgeport,42.35679,-71.10917,Entire home/apt,293,3,54,2022-03-16,0.62,1,5,5,STR-13495
4894617,"Large, cozy 1BD in awesome location",25187338,Anshul,,Cambridgeport,42.35961,-71.10742,Private room,80,91,0,,,1,0,0,
4932029,Garden-level one-bedroom apartment,25407755,Nora,,North Cambridge,42.39805,-71.13249,Entire home/apt,213,2,446,2022-06-03,4.93,1,14,34,C0174070491
4954584,Elegant contemporary 2Br,21631889,Ling Yi,,The Port,42.36715,-71.09655,Entire home/apt,243,90,98,2022-05-15,1.09,15,232,3,C0193720491
4956321,Charming Third Floor Apartment,25547444,Susan,,Agassiz,42.38563,-71.11684,Entire home/apt,185,31,126,2022-05-09,1.40,1,189,3,STR-14778
4958294,HOLIDAY IN HARVARD SQUARE. EASY COMMUTE TO BOSTON,87398,Ari,,Neighborhood Nine,42.37931,-71.12179,Entire home/apt,299,91,17,2018-08-28,0.19,1,365,0,
5016234,"Bright, Beautiful 2 Bed 2 Bath near Kendall/MIT",7388427,Upasana,,Wellington-Harrington,42.37198,-71.09177,Entire home/apt,118,180,1,2020-02-28,0.04,1,92,0,
5045782,"Furnished rm, Harvard/Porter Square",26049718,Rosalind,,Agassiz,42.3839,-71.11932,Private room,67,3,223,2022-06-19,2.48,1,9,9,
5320198,3 mo. min. Harvard Sq Room- Pvt. Ent/bth,7704595,Holly,,West Cambridge,42.37406,-71.12648,Private room,35,90,1,2021-05-17,0.07,1,1,0,
5666988,Sunny 3BD House near Harvard Square,19742431,Sarah,,West Cambridge,42.37456,-71.1334,Entire home/apt,440,30,31,2021-10-29,0.36,1,270,1,
5680028,Colonial home near Harvard Square in Cambridge,24498919,Gail,,West Cambridge,42.38016,-71.1443,Entire home/apt,195,30,2,2021-07-26,0.04,1,0,1,ROC-12227641-004
5705842,Lux Corner 2Br near MIT/Kendall,21631889,Ling Yi,,The Port,42.36705,-71.0966,Entire home/apt,268,45,48,2022-05-10,0.56,15,231,1,C0194080491
5791244,Sunny Huron Village Apt. w/ Terrace,30045286,James,,West Cambridge,42.38308,-71.13517,Entire home/apt,191,3,327,2022-06-15,3.81,1,66,38,STR-13348
5811422,Studio-type space near Central Square,12576232,Thomas,,The Port,42.37067,-71.09913,Entire home/apt,106,32,50,2019-02-11,0.59,5,360,0,
5857136,Lovely apt easy walk to Harvard Sq,1260886,Mimi And Brian,,Neighborhood Nine,42.3849,-71.1304,Entire home/apt,300,2,179,2022-06-05,2.05,2,233,23,C0234160491
6106691,Luxury Harvard/MIT Victorian,8824696,Steve,,West Cambridge,42.38085,-71.13546,Entire home/apt,299,1,173,2022-06-11,2.02,2,292,23,STR-13324
6185544,Sunny 3 bed/2 bath-5 min to T- Harvard/MIT/Boston,21745230,Jurek,,North Cambridge,42.3965,-71.1367,Entire home/apt,196,1,90,2022-04-22,1.07,19,207,13,STR-13504
6185571,Room w/private bath+fridge+microwave-fast wifi,21745230,Jurek,,North Cambridge,42.39671,-71.13664,Private room,79,2,116,2022-06-11,1.37,19,284,39,STR-13504
6347231,Condo near Harvard Square on tree-lined street,21976411,Emil,,Mid-Cambridge,42.37196,-71.10531,Entire home/apt,195,91,1,2015-06-18,0.01,1,62,0,
6363476,Unique Philadelphia Style Apartment Behind Harvard,33155440,Kimberly,,Agassiz,42.38411,-71.11523,Entire home/apt,325,5,143,2022-06-10,2.51,1,41,22,STR-13655
6374780,"Big 2 bedroom, steps to Davis Sq",25354687,David,,North Cambridge,42.39525,-71.12717,Entire home/apt,171,120,5,2015-09-14,0.06,1,203,0,
6385215,2BRM  with Parking - near Harvard & Porter Sq,22200553,Andrew,,Neighborhood Nine,42.38266,-71.12925,Entire home/apt,110,30,24,2022-05-11,0.29,1,236,4,
6397721,"Lux Kendall Square 1 Bedroom w/gym, WiFi",9419684,Churchill,,East Cambridge,42.363617,-71.08202,Entire home/apt,399,31,11,2021-04-25,0.13,19,293,0,C0281170491
6432362,Top floor apt with deck-brand new kitchen!,294279,Helena,,Cambridgeport,42.3585,-71.10652,Entire home/apt,310,120,5,2018-11-29,0.06,1,340,0,
6434394,2BR Walk to Harvard/MIT/Red Line T,24415419,David,,The Port,42.36932,-71.09821,Entire home/apt,249,1,337,2022-06-05,3.90,1,144,40,STR-14836
6473781,Single family house / Cambridgeport,33820072,Mary,,Cambridgeport,42.35983,-71.10667,Entire home/apt,800,2,23,2022-05-29,0.27,1,145,4,STR-13444
6599485,Cambridge  Harvard Comfortable Room,6438360,John,,Neighborhood Nine,42.38461,-71.135,Private room,63,30,210,2022-03-19,2.49,2,154,3,
6662157,Sunny+Spacious +AC/walk to T Davis/Porter/Harvard,30719211,Zazy & Georges,,North Cambridge,42.39277,-71.13114,Entire home/apt,414,2,182,2022-06-18,2.12,1,268,39,STR-13333
6702823,Guest room @ Harvard/MIT Central Sq,25012699,Amanda,,Mid-Cambridge,42.36858,-71.1057,Private room,108,14,53,2022-05-22,0.62,1,23,2,STR-13696
6847242,Smack dab between Harvard+Porter 2,35879509,Connie,,Neighborhood Nine,42.38469,-71.12199,Private room,90,2,194,2022-06-11,2.32,2,92,43,STR-48801
6947733,Smack dab between Harvard + Porter!,35879509,Connie,,Neighborhood Nine,42.38321,-71.12094,Private room,90,2,194,2022-04-19,2.29,2,88,5,STR-48801
6949378,Spacious 2BR | Kitchen |Work Desk | Kendall Square,30283594,Global Luxury Suites,,East Cambridge,42.36389,-71.08235,Entire home/apt,179,30,17,2018-10-13,0.20,8,0,0,C0281180491
7007117,Room near Alewife Red Line T stop.,21745230,Jurek,,North Cambridge,42.39479,-71.13499,Private room,85,3,54,2022-06-09,0.64,19,320,23,STR-13517
7094503,"Steps away from Harvard, Inman Sq",34862036,Purnima,,Mid-Cambridge,42.37283,-71.10458,Private room,96,1,208,2022-06-09,2.46,2,227,29,
7401198,Convenient & Cozy in Cambridgeport,90117,Poppy,,Cambridgeport,42.35647,-71.10564,Private room,113,2,72,2021-10-31,0.87,1,25,1,
7415807,Cambridge Single Family -- Families and Pets!,4792976,Laurie,,North Cambridge,42.3959,-71.13225,Entire home/apt,729,5,4,2022-05-29,0.08,1,4,1,C0144620491
7490808,Cozy Room 10min from MIT/Harvard,26994991,Coni,,East Cambridge,42.37136,-71.08008,Private room,65,91,1,2015-08-28,0.01,2,0,0,
7508244,PrivateRoom 10min MIT/Harvard !!!,26994991,Coni,,East Cambridge,42.37191,-71.08014,Private room,65,91,2,2015-08-16,0.02,2,0,0,
7573492,Harvard Cambridge Large room,6438360,John,,Neighborhood Nine,42.38456,-71.13277,Private room,90,1,348,2020-03-23,4.19,2,1,0,
7729257,Big sunny artist's 1BR near Harvard,3402394,Case,,Mid-Cambridge,42.3751,-71.1059,Entire home/apt,125,32,61,2022-06-04,0.73,2,87,1,
7774831,Charming house in Cambridge C33W,12576232,Thomas,,The Port,42.36898,-71.09753,Private room,60,32,11,2020-11-25,0.16,5,283,0,ROT-17388708-004
7843046,"Your Own Private Bedroom, Bathroom & Living Room",3917069,Karl,,North Cambridge,42.39436,-71.12963,Private room,139,3,161,2022-06-05,1.98,2,54,5,15213091-005
7872594,Charming 1 bed loft-Walk to Harvard,40531643,Dawn,,Mid-Cambridge,42.37346,-71.10526,Entire home/apt,118,90,32,2022-05-28,0.39,4,215,5,
7881324,Bright Loft-Walk to Harvard,40531643,Dawn,,Mid-Cambridge,42.37464,-71.10695,Entire home/apt,118,90,28,2022-05-31,0.36,4,133,5,ROC-11947704-005
7883909,Walk to Harvard- modern studio,40531643,Dawn,,Mid-Cambridge,42.37544,-71.10703,Entire home/apt,142,90,24,2022-05-31,0.30,4,208,5,ROC-11947704-005
7886699,New Modern Studio-Walk to Harvard,40531643,Dawn,,Mid-Cambridge,42.37526,-71.1066,Entire home/apt,94,90,30,2022-05-07,0.38,4,214,4,ROC-11947704-005
8053796,Detached Harvard Square Cottage on the Charles!,10825995,Mike,,Riverside,42.36401,-71.11553,Entire home/apt,200,91,0,,,3,287,0,
8059830,2Br Harvard/Fresh Pond Lux Apt,21631889,Ling Yi,,West Cambridge,42.38645,-71.14064,Entire home/apt,207,75,46,2022-05-01,0.56,15,197,4,C0194080491
8064408,Luxury Kendall Square Furnished Apartment,30283594,Global Luxury Suites,,East Cambridge,42.36467,-71.08418,Entire home/apt,349,30,6,2017-07-29,0.07,8,364,0,C0281180491
8100480,Mid-Cambridge Apt in Great location,16907229,Gina,,Mid-Cambridge,42.36875,-71.10541,Entire home/apt,109,30,66,2022-04-29,0.83,1,10,5,
8129338,7 minute walk to Boston & subway,42927628,Gema,,East Cambridge,42.36958,-71.08429,Private room,117,3,218,2022-05-29,2.64,4,265,28,C0193080491
8151702,Top flr lux apt near MIT/Harvard,21631889,Ling Yi,,The Port,42.36763,-71.09655,Entire home/apt,261,60,70,2022-05-22,0.85,15,135,2,C0194080491
